text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"M&S INTERVIEW QUESTIONS AND ANSWERS (How to Pass a Marks & Spencer Job Interview!) By Joshua Brown of: https://www.how2become.com/ms-interview/  Subscribe to the channel:    / @how2become  
#M&SInterview #M&Sinterviewquestions #M&Sinterviewtips

In this video, Joshua will teach you how to prepare for an M&S interview; whether it’s for a video interview or a face to face interview at M&S for any role such as customer assistant, team member, team support manager or a role at the Marks and Spencer head office. Here’s what Joshua covers to help you PASS your M&S interview:

1. A list of M&S interview questions to prepare for;
2. Important tips to help you prepare for a Marks and Spencers interview;
3. Practical example answers to common M&S interview questions;
4. Further downloadable resources to help you be the standout candidate!

HOW TO PASS M&S INTERVIEW
Q1. Tell me about yourself 01:03
Q2. Why Do You Want To Work For M&S? 04:07
Q3. Tell me about a time you helped another employee and what was the outcome? 06:58
Q4. How would you define good customer service? 09:09
Q5. Can you tell me the hours you are able to work? 10:26

OTHER USEFUL M&S JOB INTERVIEW VIDEOS TO HELP YOU PREPARE:
How to Introduce Yourself:    • How to Introduce Yourself in a Job Intervi...   
Top 10 Interview Questions and Answers:    • Top 10 Job Interview Questions and Answers...  
Describe Yourself in 3 Words:    • DESCRIBE YOURSELF IN 3 WORDS (Three PERFEC...  

CONNECT WITH JOSHUA BROWN ON LINKEDIN.COM:
  / joshua-brown-coach  

DOWNLOAD THE ANSWERS TO ALL MARKS AND SPENCER INTERVIEW QUESTIONS PDF GUIDE: https://www.how2become.com/ms-interview/",#M,00:13:44,2023-01-13T14:30:33.000Z,https://www.youtube.com/watch?v=CLP-p3hmRo0,128,M&S INTERVIEW QUESTIONS AND ANSWERS (How to Pass a Marks & Spencer Job Interview!),89100,48781,How2Become,920
"My turn (Official Video) - Mand | Nikk Muzik | New Punjabi Songs 2024 | Latest Punjabi Songs 2024
My turn is out now!
Tune in now and stream it on all platforms. 

Song Credits
Singer : Mand
Female Lead : Liza Fernandes Sharma
Music : Nikk Muzik
D.O.P: Jass Sudaan
Edit: Raghav Ralhan
Colorist: Jaggi Colorist
Associate Director: Harry Benipal
Assistant Director: Jot Badesha, Jashanpreet Singh
Reels Promotion : 
Project Manager: Amandeep Singh
Producer: Amandeep Singh Batra & Shubham Jain
Label: Celebrino Records

Follow Celebrino Records Here:
 Subscribe to Celebrino Records:    / celebrinorecords  
 Follow us on Instagram:   / celebrinorecords  
 Like us on Facebook:   / celebrinorecords  
 Follow us on Twitter:   / celebrinorecords  
 Follow us on LinkedIn:   / celebrino-records  
 Visit our Website: https://www.celebrinorecords.com




my turn,new punjabi songs,new songs,mand new song,mand songs,latest punjabi songs 2024,new songs 2024,nikk muzik,new song,my turn new song,ajj hawa mere wali di,tahi meri chaldi aa,latest song release,new punjabi songs 2023,latest punjabi songs 2023,new punjabi songs 2024,moose pindo uthaya toofan,sidhu moosewala,sidhu moosewala mand,hit punjabi songs,mand song,mand all songs,tibbeyan da putt mand",,00:02:36,2024-01-27T04:30:23.000Z,https://www.youtube.com/watch?v=iq96xotdo-g,55,My turn (Official Video) - Mand | Nikk Muzik | New Punjabi Songs 2024 | Latest Punjabi Songs 2024,480000,89836,Celebrino Records,1000
M&S Farm to Foodhall with Mark Moriarty | Irish Berries,,00:01:01,2023-06-21T05:00:21.000Z,https://www.youtube.com/watch?v=w0bQxFjYQb8,0,M&S Farm to Foodhall with Mark Moriarty | Irish Berries,4790,1022,M&S Ireland,6
"Kickstart your year with our healthy Italian Chicken Orzo Kale Pesto: http://health.marksandspencer.com/our...

If you're planning a fresh start with food, or just looking to eat healthier, then our Balanced For You range could help you get started. Exclusive to M&S, the Balanced For You range was launched in January 2010. It was developed with expert advice from scientists at the Rowett Institute of Nutrition and Health at the University of Aberdeen, renowned for its ground-breaking research on effective weight-loss. 

Hit the subscribe button now to ensure you don't miss on great food tips:
http://www.youtube.com/subscription_c...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer

Download the song from Itunes or Google play:
https://itunes.apple.com/gb/album/rat...

https://play.google.com/store/music/a...",,00:00:20,2015-01-15T09:49:43.000Z,https://www.youtube.com/watch?v=rltxWWXjwv8,5,M&S Food: Italian Recipes - TV Ad 2015,103000,177261,M&S,394
"Hello my lovely viewers, Yvonne here from Style it Forward. As we move forward towards spring, it gives us an opportunity to refresh our wardrobe and look to incorporate new items that will merge well with existing pieces but add that bit of freshness and newness.  I have a number of wonderful pieces from Marks and Spencer, to share with you, that do just that.  I hope you enjoy the video and please let me know which is your favourite item/outfit.
 
For information I am 5 foot 4 and a half, I typically wear a UK size 6 or 8 and my inside leg is 29 inches.
@marksandspencer #mymarks
Marks and Spencer Website: Marks & Spencer | Clothing, Home, Food & Gifts | M&S (marksandspencer.com)     https://tidd.ly/3Xf017r 
 
Links to items:
 
Ecru Wide Leg Trousers Size 6S: Cotton Rich Slouchy Wide Leg Trousers | M&S Collection | M&S   https://tidd.ly/3ERVrVF
CANADA: https://tidd.ly/3Qt527N
US:  https://rstyle.me/+uJP6XrHwrSw5raEZLK...

Stone Barrel Leg Trousers Size 6: Cotton Blend Barrel Leg Trousers | Autograph | M&S   https://tidd.ly/3X8ntm7  
CANADA:  https://tidd.ly/438WXg6
US: https://rstyle.me/+A6QtRhm8jTd1e21MjK...

Stone T-Shirt Size 6: Regular Fit Scuba T-Shirt | Autograph | M&S   https://tidd.ly/3XboSbq
CANADA: https://tidd.ly/4gSxXgt
US: https://rstyle.me/+gj8-jG8cEW8fNhXcwA...

Ecru Striped Sweater Size XS: Striped Crew Neck Fitted Jumper | M&S Collection | M&S   https://tidd.ly/4hSSfYE
CANADA: https://tidd.ly/4be8UTF
US: https://rstyle.me/+76uaAsvk-J8cHYrnVO...

Black Ankle Grazer Jeans Size 6R: High Waisted Wide Leg Ankle Grazer Jeans | M&S Collection | M&S   https://tidd.ly/3QrR4Dc
CANADA: https://tidd.ly/4ibVoCC
US: https://rstyle.me/+WFvyBb-EPXOBwxFSao...

Ecru Mix Polo Top Size 8: Cotton Blend Geometric Striped Polo Top | M&S Collection | M&S   https://tidd.ly/412gFHO
CANADA: https://tidd.ly/3EJGWmE
US: https://rstyle.me/+eSWTtbGIv4gzQcpmwZ...

Tan Suedette Jacket Size XS: Suedette Lightweight Jacket | M&S Collection | M&S   https://tidd.ly/3EM3vXP
US: https://rstyle.me/+8dM8vOit4ZanXe5FM2...

 
I’m Wearing:
Leather Look Trousers (similar): Faux Leather Straight Leg Trousers | M&S Collection | M&S   https://tidd.ly/4bbsVdA
CANADA: https://tidd.ly/40zqsG5
US: https://rstyle.me/+51s8lpCNGmT4ZGVG2z...

Ecru Sweater (similar): Cable Knit Crew Neck Jumper with Wool | M&S Collection | M&S   https://tidd.ly/41721z3
CANADA: https://tidd.ly/4hR9KZk
US: https://rstyle.me/+_YEVOIXpCT-sA8nJlr...

Animal Print Shoes (similar):   HARKER Low Block Slingback in Neutral PRINTED ANIMAL LEATHER | Russell & Bromley   https://rstyle.me/+8HVXsF0BaCA6ClnejH...
or:  Leopard Print Slip On Kitten Heel Mules | M&S Collection | M&S   https://tidd.ly/3QtIeoE
CANADA: https://tidd.ly/4b86ohT
US: https://rstyle.me/+yUeucxTENTcsUab07a...

 
Additional Items:
Navy Jacket (similar): Textured Collared Short Coat | M&S Collection | M&S   https://tidd.ly/42Csoiv
CANADA: (similar) https://tidd.ly/41pWVzd
US: https://rstyle.me/+hV9wZRtnYeSCUa5zkb...

Scarf: MAIRY Silk Hair Wrap for Sleeping Square Scarf Neckerchief Women Ladies Scarves Neckerchief Bandanas Silk Satin Head Wrap Handkerchiefs,05065 : Amazon.co.uk: Fashion
https://rstyle.me/+noCpCrQ6SnZKBpJ8nA...

Camel Ballet Flats (similar): Leather Flat Ballet Pumps | Dune London | M&S   https://tidd.ly/3QvMVy0
Canada: (similar) https://tidd.ly/3EdMOnV
US: https://rstyle.me/+XkuTjajC3kScm87DQ7...

Silver Cuff: Asymmetric Wave Cuff | M&S Collection | M&S   https://tidd.ly/4k9Gyy4

Silver Pumps (similar): Leather Square Toe Ballet Pumps | M&S Collection | M&S   https://tidd.ly/4biSERC
Canada: https://tidd.ly/43GmL1e
US: https://rstyle.me/+A2E6zSIpucfiRSGVRr...

Sunglasses (similar): Cat Eye Sunglasses - Tortoise - Ladies | H&M GB
https://rstyle.me/+SI_5WJkxSKi8yXsHuH...

Ava Handbag Teddy Blake 11”: https://bit.ly/41lkQjU

Disclaimer: This video does not contain a paid promotion
Business Contact: sif79cl@gmail.com   
Music: YouTube Studio
Instagram: @styleitforward79
Links are affiliate links
#youtubehighfive","#youtubehighfive, #mymarks",00:22:00,2025-02-23T09:00:41.000Z,https://www.youtube.com/watch?v=YLonLJhr_QY,67,Transitioning to Spring with M&S,6640,13863,Style It Forward,408
"This week Tom and Chris are joined by Dr Alex George. Dr Alex George is a Welsh physician and television personality who serves as the UK Youth Mental Health Ambassador within the Department for Education and this week he joins Chris and Tom at The Butcher's Tap and Grill in Chelsea. They chat about sounds they find relaxing, whether different pasta shapes really change the taste and whether or not it's right to peel a mushroom.

The guys chat all things gut health and try some new bits from the M&S Good Gut range: the 35 Plant Salad and the Mango & Passion Fruit Kefir Overnight Oats.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:01:00,2025-01-29T00:00:00.000Z,https://www.youtube.com/watch?v=-akZp7UmCAQ,0,The Dr Alex Round | M&S Good Gut | Proper Tasty Pub Quiz,103000,122,M&S,2
"For the first time ever, we’re opening our doors for a behind the scenes look at what makes M&S Food extra magical in the run up to our busiest time of year.  Airing on ITV at 9pm on Wednesday 21st December – enjoy a festive journey of M&S Magic with Inside M&S at Christmas.

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:06,2022-12-21T09:30:29.000Z,https://www.youtube.com/watch?v=ogz_ex8VNzk,6,Inside M&S at Christmas Trailer | M&S FOOD,103000,14683,M&S,48
"My interview with BBC 5 Live on M&S still not taking online orders, and the availability of some products in its stores being affected after it took some of its systems offline in response to a cyber attack.",,00:04:29,2025-05-01T17:21:02.000Z,https://www.youtube.com/watch?v=ucsQzlDq7EA,0,M&S unable to take on new workers as disruptions continue after cyber-attack,1070,133,Kevin Curran,6
"This is the fantastic new Christmas Advert for Marks and Spencer (M&S) which features 2011's X Factor Finalists singing the fantastic Disney classic 'When You Wish Upon A Star'

The 2011 M&S Christmas advert ran for the first time on Sunday 6th November during the X Factor double eviction programme featuring the finalists from the show itself.

The remaining 9 acts performed a new Christmas song ""When you Wish Upon A Star"" in the advert that runs right up until the X Factor final week in December 2011.

The 9 finalists sang a new christmas remake of the 1940 song ""When You Wish Upon A Star"", from Disney cartoon Pinocchio. 

Finalists who featured include Craig Colton, Janet Devlin, Marcus Colins, Frankie Cocozza, Little Mix, The Risk, Johnny Robinson, Kitty Brucknell and Misha Bryan who closes the advert.

Marks and Spencer (M&S) - Christmas Advert 2011 (Featuring The X Factor Finalists)
Marks and Spencer (M&S) - Christmas Advert 2011 (Featuring The X Factor Finalists)
Marks and Spencer (M&S) - Christmas Advert 2011 (Featuring The X Factor Finalists)",,00:01:02,2011-11-06T20:35:38.000Z,https://www.youtube.com/watch?v=3xJ-Gag0E0g,565,Marks and Spencer (M&S) - Christmas TV Advert 2011 (Featuring The X Factor Finalists),223,460273,AdvertDatabase,968
"Go behind the scenes as the Lionesses get suited and booted for their team photoshoot for the 2023 FIFA Women's World Cup in Australia.

SUBSCRIBE to ensure you don’t miss a video from the England YouTube channel. Hit the bell to get notifications on our latest uploads!

► Subscribe: http://bit.ly/FATVSub
► Twitter:   / england  
► Instagram:   / england  
► Facebook:   / englandteam  
► Twitch:   / england  
► TikTok:   / england  

#England #Lionesses","#Lionesses, #England",00:05:12,2023-07-06T13:00:51.000Z,https://www.youtube.com/watch?v=zimh_kZ93Kk,96,"""I Look Like A Gaffer!""  | M&S Photoshoot & Suit Fitting Behind the Scenes | Inside Access",2920000,274102,England,5000
"#marksandspencer #groceryshopping #shopwithme 

Welcome to our latest video, M&S Foodhall Luxury Grocery Shopping Haul - January 2025 New Arrivals! Join us as we explore the finest premium groceries, indulgent treats, and gourmet essentials now available at Marks & Spencer Foodhall. Known for its high-quality products, M&S offers a shopping experience like no other, with an exclusive selection of luxury foods, fresh produce, and must-try delicacies.

Discover the latest luxury ready meals, delicious bakery items, and rich chocolates and confectionery perfect for treating yourself or your loved ones. Whether you're planning a fine dining experience at home or looking for the best quality ingredients, M&S has something special for every food lover.

We’ll also highlight exclusive food and drink finds, including limited-edition gourmet selections and healthy eating options to kickstart 2025. Get a closer look at prices, flavors, and the best value picks for your next shopping trip.

If you love luxury grocery shopping, don’t forget to like, comment, and subscribe for more M&S hauls, store tours, and premium food finds. Let us know in the comments which products caught your eye!

Get in contact:
info@curioustravellers.co.uk

THIS VIDEO IS NOT SPONSORED.",,00:11:43,2025-01-29T16:46:19.000Z,https://www.youtube.com/watch?v=eSxmio90Y60,17,M&S Foodhall Luxury Grocery Shopping Haul - January 2025 New Arrivals,14400,4877,Curious Travellers,129
"Read The Full Article Here: https://technijian.com/cyber-security...

 Massive Cyberattack Hits M&S and Co-op | What Your Business Can Learn
Retail giants Marks & Spencer (M&S) and Co-op have fallen victim to a devastating social engineering cyberattack—exposing over 20 million customer records and causing an estimated $40 million in losses.
 This is one of 2025’s most severe data breaches—and it didn’t involve malware. Just a fake IT support call.

✨ Like, Share, Comment, & Subscribe! ✨
Stay updated with our latest videos, tips, and insights by subscribing to our YouTube channel!
 Don't forget to hit the notification bell to never miss an update!

 Visit Us: https://technijian.com/
 Follow Us on Social Media:
➡️ Facebook:   / technijian01  
➡️ Instagram:   / technijianinc  
➡️ LinkedIn:   / technijian  
➡️ TikTok:   / technijian  
➡️ Pinterest:   / technijian01  
➡️ X (Twitter):   / technijian_  

️ Subscribe to Our Podcast Channel:
 Spotify: https://open.spotify.com/show/6dUhKMR...
 YouTube Playlist:    • Technijian  
 Amazon Music: https://music.amazon.com/podcasts/623...

#Cyberattack2025 #MSBreach #CoopHack #SocialEngineering #DragonForce #DataBreach #CybersecurityNews #Technijian #CyberDefense #ManagedITServices","#DragonForce, #Cyberattack2025, #CoopHack",00:00:55,2025-05-07T11:09:05.000Z,https://www.youtube.com/watch?v=bY4rGjOYz3w,0,Devastating M&S Co-op Cyberattack: Top 17 Facts Every Business Must Know,749,15,Technijian,0
"No-one keeps you grounded better than your mum. David's certainly does. ‪#‎GandyForAutograph‬

Shop the Gandy range: http://www.marksandspencer.com/s/men/...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",#‎GandyForAutograph‬,00:00:27,2015-06-12T08:29:21.000Z,https://www.youtube.com/watch?v=_VxRj0neT1A,2,M&S David Gandy for Autograph: David and His Mum,103000,8387,M&S,110
"Se na edição conter uns errinhos, relevem


Usem fones 

Terceiro repost e Remake

#5

Ficha Técnica

Voz: @Mands 
Letra: @Mands @LZR
Mix&Master: ‪@Orionmcofc‬ 
Edição: ‪@Thaguilson‬ 
Beat: @prod.mkbeats
Thumb: @Kiraa 

▶ PLATAFORMAS 

Spotify: https://open.spotify.com/artist/28btW...
Deezer: https://deezer.page.link/tcx8XHYvFdBQ...


▶ E-mail de contato profissional: amandao.lliveira1911@gmail.com 



► ‪@AniRap‬        ► ‪@DYAOficial.‬               ► ‪@FlashBeatsManow‬ 
► ‪@Hawkyyy‬         ► ‪@IshidaOficial‬             ► @Mands
► ‪@M4rkim‬       ► ‪@NathySC‬       ► ‪@OkabeOficial‬ 
► ‪@TakaB‬          ► ‪@Gabriza‬          ► ‪@Orionmcofc‬   ​",,00:03:34,2021-12-05T17:45:10.000Z,https://www.youtube.com/watch?v=x2s2WL10Gpo,284,Ninguém vai Fugir | Mama Isabella ( The Promised Neverland ) Mands (@MK ),70500,355146,Mands,10000
"These giant vol-au-vents are the ultimate comfort food, combining delicate layers of buttery puff pastry with our best-in-season rich, creamy leek and cauliflower filling. With a hint of fresh thyme and two types of cheese, it's an indulgent restaurant-quality dish making for the perfect showstopper. Crispy on the outside and gooey on the inside, these vol-au-vents are sure to impress.

Check out the full recipe https://www.marksandspencer.com/c/foo...",,00:01:14,2025-01-20T10:01:00.000Z,https://www.youtube.com/watch?v=ya9IvpvDHng,0,Tom Kerridge's Giant Cheesy Vol au Vents | M&S FOOD,103000,2543,M&S,32
"Join us in celebration of all things flowers as we take you #InsideM&S with a virtual visit to one of our beautiful British flower farms to meet the people behind the blooms and the bouquets. We're also joined by flower fanatic and home design expert Denise Van Outen to show you how to decorate your home with flowers – and teach Chris Baber a thing or two about flower arranging just before he cooks up not one, but two Fresh Market Update recipes.

You can find the full recipe, ingredients & method alongside the flowers featured within this Sparks Live event below 
https://sparkslive.marksandspencer.co...

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  

""Tokyo Music Walker - Slowly"" is under a Creative Commons (CC-BY 3.0) license.
   / @tokyomusicwalker4038  
Music promoted by BreakingCopyright:    •  Free Calm Piano Music (For Videos) - ""Sl...  ",#InsideM,00:41:37,2022-05-17T19:00:58.000Z,https://www.youtube.com/watch?v=QtI-d2q0PUk,0,SPARKS LIVE | Inside M&S with Chris Baber & Denise Van Outen,103000,3344,M&S,26
"JOIN OUR PATREON
  / thatjoshjamesshow  

Your favourite pair of degenerates discuss if M&S is cool or are they just getting old? Jamesy updates us on his dealings with Adanola following his viral clip and Whiteboy talks failed business venture. The lads finish the episode with some of the funniest nicknames sent in by the GEEZERS and their BIRDS.",,00:57:31,2025-04-30T17:00:58.000Z,https://www.youtube.com/watch?v=nbPE7VL6OEU,31,Ep 156 - Is M&S Cool OR Are We Old? - That Josh James Show #comedy #podcast,36600,3978,Josh James,88
,,00:00:31,2016-03-10T08:29:49.000Z,https://www.youtube.com/watch?v=D5dG-Dc-SCA,4,Enjoy the perfect Easter Celebration with M&S,157,68353,Marks and Spencer Nederland,130
My interview with BBC Radio 5 Live about Marks & Spencer saying it had stopped taking online orders as the company struggles to recover from a cyber attack.,,00:09:04,2025-04-25T23:16:45.000Z,https://www.youtube.com/watch?v=YT-F3Z-Md2k,1,M&S stops online orders and issues refunds after cyber attack,1070,820,Kevin Curran,5
,,00:09:11,2016-05-04T12:51:10.000Z,https://www.youtube.com/watch?v=SWXu0C8SqO0,0,M&S The Engine of Backstage V3 HD,3,847,First Take,7
"If you have been invited to attend an interview at Marks and Spencer and want to know what questions M&S ask in their interviews then this is the video for you. This video will help you plan great answers, tell you about M&S and help you get a job at Marks and Spencer.",,00:19:18,2021-08-05T12:24:21.000Z,https://www.youtube.com/watch?v=zprWqm7ZlIk,105,Top 5 Most Asked Marks And Spencer (M&S) Interview Questions and Answers,98900,40172,The Complete Guide to Everything,1000
"Support: https://www.paypal.biz/thesasn
Exclusive content - https://thesasn.com/

  / marquettdavon  

My Book: https://www.amazon.com/Black-Box-Marq...

Merch: 
https://mdblabel.com/
https://manandwomanbrand.com/
https://sasnbrand.com/




#Marquettdavon #datingadvice #relationshipadvice",,00:19:21,2025-05-28T23:57:29.000Z,https://www.youtube.com/watch?v=w_AGyE7YrVk,32,5 Traits That Make Her Worthy of Raising Your Kids,154000,3162,The Saint,228
"#marksandspencer #marksandspencerhaul #kitchenwares #cookware #marksandspencer2024 #homedecore #kitchenappliances 
**************************************
MARKS AND SPENCER HOME DECOR / KITCHENWARE  NEW COLLECTION JANUARY 2025 / 20% OFF . 
************************************
Hi  Everyone come shop with me at Marks and Spencer. Whole new range of home decor after Christmas is now out on my YouTube channel. I hope you all will like the walkthrough with me.
**************************************
Don’t forget to like, comment, and subscribe for more shopping tours, fashion and style inspiration. Let us know in the comments section which pieces from this collection caught your eye!",,00:12:27,2025-01-21T09:00:03.000Z,https://www.youtube.com/watch?v=4BnFG8Dv8fk,21,MARKS AND SPENCER HOME DECOR / KITCHENWARE  NEW COLLECTION JANUARY 2025 / 20% OFF .,7030,3968,Cook with Had's,92
"This week we find ourselves sampling a chocolate bar that looks like a Dubai chocolate bar, sounds like a Dubai chocolate bar... but definitely isnt CALLED a Dubai Chocolate bar!",,00:10:24,2025-05-03T09:01:20.000Z,https://www.youtube.com/watch?v=zhEV_zUxx0s,5,"Newfords Try: Marks and Spencer ""Big Daddy"" Pistachio chocolate bar",938,361,Newfords Try,15
"Hi my darlings lm back after 6 month break and can’t wait to share my new video 

I’ve got a marks and Spencer haul 
Please consider subscribing to my channel it would be really appreciated and help my channel to grow

Items from marks andSpencer 

https://www.marksandspencer.com/flora...

https://www.marksandspencer.com/linen...

https://www.marksandspencer.com/pure-...

https://www.marksandspencer.com/pure-...",,00:17:41,2025-05-09T18:22:26.000Z,https://www.youtube.com/watch?v=A0qY2j7wf5s,51,Marks and Spencer plus size 16/18 Clothes try on haul #plussize  #clothinghaul  #plussizefashion,2930,3600,Christine Fleming,234
"A biting satirical anthem from the True North! 
What happens when America’s most infamous former president sets his eyes on Canada as the 51st state? He meets the red-coated wrath of the RCMP! From Dudley Do-Right to Due South’s Constable Fraser, the Mounties always get their man — even if that man has golden toilets and a fondness for fraud.

This musical roast blends political parody with pure Canadian pride. No borders were crossed, but a few lines definitely were.

 Lyrics by John D. Cundle
 Animation & Commentary: Satirical & Symbolic (not real events)

 Subscribe for more musical satire, political parodies, and unapologetic Canadian comedy.
 Comment below with your favorite line or moment!

 Disclaimer:
This video is a work of satire and political commentary. All characters and situations are fictionalized for comedic and artistic purposes. References to public figures are used in accordance with fair use and are not intended as factual claims or endorsements. This content does not violate YouTube's community guidelines, and all opinions expressed are those of the creator.

#Satire, #PoliticalParody, #TrumpParody, #Mounties, #RCMP, #DudleyDoRight, #DueSouth, #CanadianSatire, #ParodySong, #TrumpJokes, #MapleLeafRoast, #TrueNorthStrong, #ComedyMusic, #PoliticalHumor, #RCMPJustice

❓ Engaging Questions - share your answers in the comments:
Which Mountie reference was your favorite — Fraser or Dudley?
If Canada were a 51st state, what would the Mounties do first?
Should more countries start writing satirical songs about foreign politicians?
What iconic Canadian figure should get the next parody verse?
Which lyric made you laugh (or cringe) the hardest?","#Satire, #PoliticalParody, #TrumpParody",00:03:10,2025-05-28T12:57:58.000Z,https://www.youtube.com/watch?v=4flPIQ5O2v4,45,The Mounties Always Get Their Man  | Satirical Song Roasts Trump’s Northern Dreams,14900,1174,John D. Cundle,139
"M&S HAUL & VLOG | home, fashion and food finds Shop Bob and Brad below:
For the UK : Bob and Brad EyeOasis 2: https://amzn.to/4kgqWbe
Bob and Brad EyeOasis 3 with Heat & Cool: https://amzn.to/3SaYbAP
10% OFF Code: BOBNBRAD15

For the US:
EyeOasis 2: https://amzn.to/4k2gEfd
EyeOasis 2 with Heat & Cool: https://amzn.to/452TdOr
10% OFF Code: BobBradEM10
__________
SHOP THIS VIDEO
White Maxi Dress I'm Wearing - https://bit.ly/4jc7uM7
Current season similar dress - https://bit.ly/4dmD880
Denim Shorts - 
Khaki Jeans - 
One shoulder Knit Top - 
Cream Knit Jumper - 
Buttermilk Yellow Shorts - 
Robot Lawnmower - https://amzn.to/4jUAokQ
Green Clutch Bag - 
Silver Bag - 
__________
MY OTHER SOCIALS 

INSTAGRAM -   / freyafarrin.  .
HOME INSTAGRAM -   / freyafarrin.  .
TIKTOK -   / freyafarrington   
BARNEY INSTAGRAM -   / barneythegr.  . 
BARNEY TikTok -   / barneythegrea.  .
PR CONTACT - freyafarrington@hotmail.com

My Amazon Storefront - https://www.amazon.co.uk/shop/freyafa...

My LTK Shop - https://www.shopltk.com/explore/freya...

This video is kindly sponsored by Bob and Brad.

#marksandspencer #haul #vlog",,00:29:33,2025-05-21T16:01:40.000Z,https://www.youtube.com/watch?v=zzuTSNwZvj8,88,"M&S HAUL & VLOG | home, fashion and food finds",113000,24350,Freya Farrington,1300
"Hiiiii!!!

I'm back with another dupe video from high street supermarket Marks and Spencers! I try 8 different fragrances from the high street shop as well as a new in sweet pistachio fragrance.. just had to since pistachio is everywhere right now!

have you tried these dupes what are your favourites?

I hope you enjoy this video.. I upload weekly, sharing dupes from the high streets and online giving you my honest opinion and whether its worth the hype!

Thank you for watching see you in the next one!!

Emi x

#dupes #perfume #marksandspencer #affordable","#dupes, #marksandspencer, #perfume",00:14:26,2025-04-15T08:51:00.000Z,https://www.youtube.com/watch?v=H0fIxmRRX80,6,"M&S AFFORDABLE PERFUME DUPES!! CHANEL, THE WHITE COMPANY, YSL AND MORE DUPES!",2130,1492,Emi B,71
,,00:04:18,2024-12-21T17:27:51.000Z,https://www.youtube.com/watch?v=KRWu6IpRY2g,0,☃️❄️|Merry Christmas song|❄️☃️,1,165,MandS,1
"Meet our chicken farmer, Simon Darch. Earlier this month, Tom Kerridge visited Andy, the owner of Collards Farm in Sedgemoor, Somerset, and one of the proud M&S Select Farmers, to learn about Oakham Gold chicken...

Click here for more: https://www.marksandspencer.com/c/foo...                """,,00:01:00,2023-05-08T08:44:25.000Z,https://www.youtube.com/watch?v=PzJoeyztjwo,61,Oakham Gold Chicken | Farm to Foodhall | M&S Food,103000,225033,M&S,81
"#trump 
#dnc 
#election2028","#trump, #dnc, #election2028",00:17:52,2025-05-28T21:17:05.000Z,https://www.youtube.com/watch?v=bXdTcebl2YM,9,"Dems NEW PLAN to Win ""Male"" Votes - LOL!!!",7090,126,Pastor Marty,33
"Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:00,2024-08-19T12:59:35.000Z,https://www.youtube.com/watch?v=CNrK070e4e8,4,Scottish Haddock | Farm to Foodhall | M&S FOOD,103000,2754,M&S,18
"In this video I put the Marks&Spencer Chicken Shawarma Skewers to the test. With M&S known for its premium food range, do these skewers deliver that same quality and flavour?From cooking to taking that first bite I'll walk you through the experience and give my full verdict.

Stay tuner for more UK food reviews and supermarket gems!

#food #Marks&Spencer #M&S #foodreviewchannel #foodies #chickenrecipes #chickenskewers","#chickenskewers, #food, #chickenrecipes",00:06:08,2025-05-22T12:00:02.000Z,https://www.youtube.com/watch?v=0DsOHqsLIMc,10,''M&S Chicken Shawarma Skewers Review - Surprisingly Good?'',308,229,Roam an Review,15
